"","Cell_type","Replicate","siRNA","Treatment","Intersection","Time_Period","Values"
"1396","Melanoma",3,"Unstransfected","SDF1",1,"HOUR_18",21361
"1397","Melanoma",3,"Unstransfected","SDF1",2,"HOUR_0",508370
"1398","Melanoma",3,"Unstransfected","SDF1",2,"HOUR_5",331724
"1399","Melanoma",3,"Unstransfected","SDF1",2,"HOUR_8",268767
"1400","Melanoma",3,"Unstransfected","SDF1",2,"HOUR_18",19621
"1401","Melanoma",3,"Unstransfected","SDF1",3,"HOUR_0",512825
"1402","Melanoma",3,"Unstransfected","SDF1",3,"HOUR_5",398639
"1403","Melanoma",3,"Unstransfected","SDF1",3,"HOUR_8",317654
"1404","Melanoma",3,"Unstransfected","SDF1",3,"HOUR_18",16015
"1405","Melanoma",3,"Unstransfected","SDF1",4,"HOUR_0",557816
"1406","Melanoma",3,"Unstransfected","SDF1",4,"HOUR_5",448338
"1407","Melanoma",3,"Unstransfected","SDF1",4,"HOUR_8",331757
"1408","Melanoma",3,"Unstransfected","SDF1",4,"HOUR_18",12095
"1409","Melanoma",3,"Scramble","SDF1",1,"HOUR_0",550577
"1410","Melanoma",3,"Scramble","SDF1",1,"HOUR_5",345613
"1411","Melanoma",3,"Scramble","SDF1",1,"HOUR_8",239907
"1412","Melanoma",3,"Scramble","SDF1",1,"HOUR_18",20709
"1413","Melanoma",3,"Scramble","SDF1",2,"HOUR_0",564417
"1414","Melanoma",3,"Scramble","SDF1",2,"HOUR_5",399510
"1415","Melanoma",3,"Scramble","SDF1",2,"HOUR_8",335795
"1416","Melanoma",3,"Scramble","SDF1",2,"HOUR_18",54036
"1417","Melanoma",3,"Scramble","SDF1",3,"HOUR_0",542366
"1418","Melanoma",3,"Scramble","SDF1",3,"HOUR_5",342545
"1419","Melanoma",3,"Scramble","SDF1",3,"HOUR_8",252196
"1420","Melanoma",3,"Scramble","SDF1",3,"HOUR_18",14997
"1421","Melanoma",3,"Scramble","SDF1",4,"HOUR_0",527673
"1422","Melanoma",3,"Scramble","SDF1",4,"HOUR_5",340586
"1423","Melanoma",3,"Scramble","SDF1",4,"HOUR_8",252415
"1424","Melanoma",3,"Scramble","SDF1",4,"HOUR_18",15392
"1425","Melanoma",3,"CXCR7_siRNA","SDF1",1,"HOUR_0",595062
"1426","Melanoma",3,"CXCR7_siRNA","SDF1",1,"HOUR_5",451808
"1427","Melanoma",3,"CXCR7_siRNA","SDF1",1,"HOUR_8",418743
"1428","Melanoma",3,"CXCR7_siRNA","SDF1",1,"HOUR_18",64018
"1429","Melanoma",3,"CXCR7_siRNA","SDF1",2,"HOUR_0",577210
"1430","Melanoma",3,"CXCR7_siRNA","SDF1",2,"HOUR_5",473664
"1431","Melanoma",3,"CXCR7_siRNA","SDF1",2,"HOUR_8",448805
"1432","Melanoma",3,"CXCR7_siRNA","SDF1",2,"HOUR_18",84777
"1433","Melanoma",3,"CXCR7_siRNA","SDF1",3,"HOUR_0",543432
"1434","Melanoma",3,"CXCR7_siRNA","SDF1",3,"HOUR_5",402126
"1435","Melanoma",3,"CXCR7_siRNA","SDF1",3,"HOUR_8",354135
"1436","Melanoma",3,"CXCR7_siRNA","SDF1",3,"HOUR_18",75846
"1437","Melanoma",3,"CXCR7_siRNA","SDF1",4,"HOUR_0",544657
"1438","Melanoma",3,"CXCR7_siRNA","SDF1",4,"HOUR_5",406858
"1439","Melanoma",3,"CXCR7_siRNA","SDF1",4,"HOUR_8",369926
"1440","Melanoma",3,"CXCR7_siRNA","SDF1",4,"HOUR_18",34429
"1441","Melanoma",4,"Unstransfected","No_SDF1",1,"HOUR_0",493958
"1442","Melanoma",4,"Unstransfected","No_SDF1",1,"HOUR_5",389943
"1443","Melanoma",4,"Unstransfected","No_SDF1",1,"HOUR_8",313595
"1444","Melanoma",4,"Unstransfected","No_SDF1",1,"HOUR_18",14536
"1445","Melanoma",4,"Unstransfected","No_SDF1",2,"HOUR_0",532949
"1446","Melanoma",4,"Unstransfected","No_SDF1",2,"HOUR_5",421363
"1447","Melanoma",4,"Unstransfected","No_SDF1",2,"HOUR_8",349012
"1448","Melanoma",4,"Unstransfected","No_SDF1",2,"HOUR_18",32971
"1449","Melanoma",4,"Unstransfected","No_SDF1",3,"HOUR_0",543230
"1450","Melanoma",4,"Unstransfected","No_SDF1",3,"HOUR_5",430532
"1451","Melanoma",4,"Unstransfected","No_SDF1",3,"HOUR_8",369829
"1452","Melanoma",4,"Unstransfected","No_SDF1",3,"HOUR_18",39267
"1453","Melanoma",4,"Unstransfected","No_SDF1",4,"HOUR_0",546563
"1454","Melanoma",4,"Unstransfected","No_SDF1",4,"HOUR_5",458949
"1455","Melanoma",4,"Unstransfected","No_SDF1",4,"HOUR_8",391966
"1456","Melanoma",4,"Unstransfected","No_SDF1",4,"HOUR_18",19511
"1457","Melanoma",4,"Scramble","No_SDF1",1,"HOUR_0",482200
"1458","Melanoma",4,"Scramble","No_SDF1",1,"HOUR_5",289020
"1459","Melanoma",4,"Scramble","No_SDF1",1,"HOUR_8",137754
"1460","Melanoma",4,"Scramble","No_SDF1",1,"HOUR_18",12817
"1461","Melanoma",4,"Scramble","No_SDF1",2,"HOUR_0",534918
"1462","Melanoma",4,"Scramble","No_SDF1",2,"HOUR_5",390728
"1463","Melanoma",4,"Scramble","No_SDF1",2,"HOUR_8",293720
"1464","Melanoma",4,"Scramble","No_SDF1",2,"HOUR_18",20105
"1465","Melanoma",4,"Scramble","No_SDF1",3,"HOUR_0",559157
"1466","Melanoma",4,"Scramble","No_SDF1",3,"HOUR_5",368590
"1467","Melanoma",4,"Scramble","No_SDF1",3,"HOUR_8",232053
"1468","Melanoma",4,"Scramble","No_SDF1",3,"HOUR_18",11638
"1469","Melanoma",4,"Scramble","No_SDF1",4,"HOUR_0",579475
"1470","Melanoma",4,"Scramble","No_SDF1",4,"HOUR_5",417613
"1471","Melanoma",4,"Scramble","No_SDF1",4,"HOUR_8",352801
"1472","Melanoma",4,"Scramble","No_SDF1",4,"HOUR_18",31878
"1473","Melanoma",4,"CXCR7_siRNA","No_SDF1",1,"HOUR_0",523670
"1474","Melanoma",4,"CXCR7_siRNA","No_SDF1",1,"HOUR_5",349081
"1475","Melanoma",4,"CXCR7_siRNA","No_SDF1",1,"HOUR_8",262868
"1476","Melanoma",4,"CXCR7_siRNA","No_SDF1",1,"HOUR_18",26263
"1477","Melanoma",4,"CXCR7_siRNA","No_SDF1",2,"HOUR_0",591052
"1478","Melanoma",4,"CXCR7_siRNA","No_SDF1",2,"HOUR_5",457709
"1479","Melanoma",4,"CXCR7_siRNA","No_SDF1",2,"HOUR_8",387250
"1480","Melanoma",4,"CXCR7_siRNA","No_SDF1",2,"HOUR_18",104157
"1481","Melanoma",4,"CXCR7_siRNA","No_SDF1",3,"HOUR_0",630377
"1482","Melanoma",4,"CXCR7_siRNA","No_SDF1",3,"HOUR_5",551549
"1483","Melanoma",4,"CXCR7_siRNA","No_SDF1",3,"HOUR_8",446163
"1484","Melanoma",4,"CXCR7_siRNA","No_SDF1",3,"HOUR_18",104945
"1485","Melanoma",4,"CXCR7_siRNA","No_SDF1",4,"HOUR_0",682682
"1486","Melanoma",4,"CXCR7_siRNA","No_SDF1",4,"HOUR_5",596699
"1487","Melanoma",4,"CXCR7_siRNA","No_SDF1",4,"HOUR_8",474834
"1488","Melanoma",4,"CXCR7_siRNA","No_SDF1",4,"HOUR_18",184224
"1489","Melanoma",4,"Unstransfected","SDF1",1,"HOUR_0",512557
"1490","Melanoma",4,"Unstransfected","SDF1",1,"HOUR_5",403700
"1491","Melanoma",4,"Unstransfected","SDF1",1,"HOUR_8",350297
"1492","Melanoma",4,"Unstransfected","SDF1",1,"HOUR_18",23186
"1493","Melanoma",4,"Unstransfected","SDF1",2,"HOUR_0",531132
"1494","Melanoma",4,"Unstransfected","SDF1",2,"HOUR_5",463184
"1495","Melanoma",4,"Unstransfected","SDF1",2,"HOUR_8",381536
"1496","Melanoma",4,"Unstransfected","SDF1",2,"HOUR_18",62891
"1497","Melanoma",4,"Unstransfected","SDF1",3,"HOUR_0",528916
"1498","Melanoma",4,"Unstransfected","SDF1",3,"HOUR_5",400095
"1499","Melanoma",4,"Unstransfected","SDF1",3,"HOUR_8",340404
"1500","Melanoma",4,"Unstransfected","SDF1",3,"HOUR_18",43856
"1501","Melanoma",4,"Unstransfected","SDF1",4,"HOUR_0",514421
"1502","Melanoma",4,"Unstransfected","SDF1",4,"HOUR_5",418831
"1503","Melanoma",4,"Unstransfected","SDF1",4,"HOUR_8",384540
"1504","Melanoma",4,"Unstransfected","SDF1",4,"HOUR_18",24974
"1505","Melanoma",4,"Scramble","SDF1",1,"HOUR_0",0
"1506","Melanoma",4,"Scramble","SDF1",1,"HOUR_5",217668
"1507","Melanoma",4,"Scramble","SDF1",1,"HOUR_8",81865
"1508","Melanoma",4,"Scramble","SDF1",1,"HOUR_18",0
"1509","Melanoma",4,"Scramble","SDF1",2,"HOUR_0",461112
"1510","Melanoma",4,"Scramble","SDF1",2,"HOUR_5",320286
"1511","Melanoma",4,"Scramble","SDF1",2,"HOUR_8",241757
"1512","Melanoma",4,"Scramble","SDF1",2,"HOUR_18",10175
"1513","Melanoma",4,"Scramble","SDF1",3,"HOUR_0",459702
"1514","Melanoma",4,"Scramble","SDF1",3,"HOUR_5",308858
"1515","Melanoma",4,"Scramble","SDF1",3,"HOUR_8",183259
"1516","Melanoma",4,"Scramble","SDF1",3,"HOUR_18",10789
"1517","Melanoma",4,"Scramble","SDF1",4,"HOUR_0",529009
"1518","Melanoma",4,"Scramble","SDF1",4,"HOUR_5",370996
"1519","Melanoma",4,"Scramble","SDF1",4,"HOUR_8",271913
"1520","Melanoma",4,"Scramble","SDF1",4,"HOUR_18",11041
"1521","Melanoma",4,"CXCR7_siRNA","SDF1",1,"HOUR_0",562219
"1522","Melanoma",4,"CXCR7_siRNA","SDF1",1,"HOUR_5",444301
"1523","Melanoma",4,"CXCR7_siRNA","SDF1",1,"HOUR_8",372955
"1524","Melanoma",4,"CXCR7_siRNA","SDF1",1,"HOUR_18",96052
"1525","Melanoma",4,"CXCR7_siRNA","SDF1",2,"HOUR_0",640240
"1526","Melanoma",4,"CXCR7_siRNA","SDF1",2,"HOUR_5",546848
"1527","Melanoma",4,"CXCR7_siRNA","SDF1",2,"HOUR_8",460122
"1528","Melanoma",4,"CXCR7_siRNA","SDF1",2,"HOUR_18",122998
"1529","Melanoma",4,"CXCR7_siRNA","SDF1",3,"HOUR_0",511826
"1530","Melanoma",4,"CXCR7_siRNA","SDF1",3,"HOUR_5",426777
"1531","Melanoma",4,"CXCR7_siRNA","SDF1",3,"HOUR_8",379434
"1532","Melanoma",4,"CXCR7_siRNA","SDF1",3,"HOUR_18",94763
"1533","Melanoma",4,"CXCR7_siRNA","SDF1",4,"HOUR_0",501224
"1534","Melanoma",4,"CXCR7_siRNA","SDF1",4,"HOUR_5",383429
"1535","Melanoma",4,"CXCR7_siRNA","SDF1",4,"HOUR_8",362561
"1536","Melanoma",4,"CXCR7_siRNA","SDF1",4,"HOUR_18",85000
"1537","Melanoma",1,"Unstransfected","No_SDF1",1,"HOUR_0",718482
"1538","Melanoma",1,"Unstransfected","No_SDF1",1,"HOUR_5",691607
"1539","Melanoma",1,"Unstransfected","No_SDF1",1,"HOUR_8",599518
"1540","Melanoma",1,"Unstransfected","No_SDF1",1,"HOUR_18",229991
"1541","Melanoma",1,"Unstransfected","No_SDF1",2,"HOUR_0",737791
"1542","Melanoma",1,"Unstransfected","No_SDF1",2,"HOUR_5",629952
"1543","Melanoma",1,"Unstransfected","No_SDF1",2,"HOUR_8",584839
"1544","Melanoma",1,"Unstransfected","No_SDF1",2,"HOUR_18",289455
"1545","Melanoma",1,"Unstransfected","No_SDF1",3,"HOUR_0",707540
"1546","Melanoma",1,"Unstransfected","No_SDF1",3,"HOUR_5",674096
"1547","Melanoma",1,"Unstransfected","No_SDF1",3,"HOUR_8",583610
"1548","Melanoma",1,"Unstransfected","No_SDF1",3,"HOUR_18",129477
"1549","Melanoma",1,"Unstransfected","No_SDF1",4,"HOUR_0",707266
"1550","Melanoma",1,"Unstransfected","No_SDF1",4,"HOUR_5",625266
"1551","Melanoma",1,"Unstransfected","No_SDF1",4,"HOUR_8",566179
"1552","Melanoma",1,"Unstransfected","No_SDF1",4,"HOUR_18",271421
"1553","Melanoma",1,"Scramble","No_SDF1",1,"HOUR_0",656112
"1554","Melanoma",1,"Scramble","No_SDF1",1,"HOUR_5",634226
"1555","Melanoma",1,"Scramble","No_SDF1",1,"HOUR_8",536620
"1556","Melanoma",1,"Scramble","No_SDF1",1,"HOUR_18",229928
"1557","Melanoma",1,"Scramble","No_SDF1",2,"HOUR_0",646038
"1558","Melanoma",1,"Scramble","No_SDF1",2,"HOUR_5",546584
"1559","Melanoma",1,"Scramble","No_SDF1",2,"HOUR_8",500501
"1560","Melanoma",1,"Scramble","No_SDF1",2,"HOUR_18",206409
"1561","Melanoma",1,"Scramble","No_SDF1",3,"HOUR_0",574097
"1562","Melanoma",1,"Scramble","No_SDF1",3,"HOUR_5",520033
"1563","Melanoma",1,"Scramble","No_SDF1",3,"HOUR_8",454441
"1564","Melanoma",1,"Scramble","No_SDF1",3,"HOUR_18",170573
"1565","Melanoma",1,"Scramble","No_SDF1",4,"HOUR_0",593935
"1566","Melanoma",1,"Scramble","No_SDF1",4,"HOUR_5",504190
"1567","Melanoma",1,"Scramble","No_SDF1",4,"HOUR_8",472827
"1568","Melanoma",1,"Scramble","No_SDF1",4,"HOUR_18",163697
"1569","Melanoma",1,"CXCR4_siRNA","No_SDF1",1,"HOUR_0",635226
"1570","Melanoma",1,"CXCR4_siRNA","No_SDF1",1,"HOUR_5",531901
"1571","Melanoma",1,"CXCR4_siRNA","No_SDF1",1,"HOUR_8",428716
"1572","Melanoma",1,"CXCR4_siRNA","No_SDF1",1,"HOUR_18",73638
"1573","Melanoma",1,"CXCR4_siRNA","No_SDF1",2,"HOUR_0",548167
"1574","Melanoma",1,"CXCR4_siRNA","No_SDF1",2,"HOUR_5",502568
"1575","Melanoma",1,"CXCR4_siRNA","No_SDF1",2,"HOUR_8",399964
"1576","Melanoma",1,"CXCR4_siRNA","No_SDF1",2,"HOUR_18",47964
"1577","Melanoma",1,"CXCR4_siRNA","No_SDF1",3,"HOUR_0",677534
"1578","Melanoma",1,"CXCR4_siRNA","No_SDF1",3,"HOUR_5",525583
"1579","Melanoma",1,"CXCR4_siRNA","No_SDF1",3,"HOUR_8",417206
"1580","Melanoma",1,"CXCR4_siRNA","No_SDF1",3,"HOUR_18",22335
"1581","Melanoma",1,"CXCR4_siRNA","No_SDF1",4,"HOUR_0",627150
"1582","Melanoma",1,"CXCR4_siRNA","No_SDF1",4,"HOUR_5",538656
"1583","Melanoma",1,"CXCR4_siRNA","No_SDF1",4,"HOUR_8",438016
"1584","Melanoma",1,"CXCR4_siRNA","No_SDF1",4,"HOUR_18",62622
"1585","Melanoma",1,"Unstransfected","SDF1",1,"HOUR_0",667663
"1586","Melanoma",1,"Unstransfected","SDF1",1,"HOUR_5",585993
"1587","Melanoma",1,"Unstransfected","SDF1",1,"HOUR_8",479326
"1588","Melanoma",1,"Unstransfected","SDF1",1,"HOUR_18",64388
"1589","Melanoma",1,"Unstransfected","SDF1",2,"HOUR_0",698123
"1590","Melanoma",1,"Unstransfected","SDF1",2,"HOUR_5",589588
"1591","Melanoma",1,"Unstransfected","SDF1",2,"HOUR_8",507775
"1592","Melanoma",1,"Unstransfected","SDF1",2,"HOUR_18",15667
"1593","Melanoma",1,"Unstransfected","SDF1",3,"HOUR_0",666169
"1594","Melanoma",1,"Unstransfected","SDF1",3,"HOUR_5",596400
"1595","Melanoma",1,"Unstransfected","SDF1",3,"HOUR_8",546913
"1596","Melanoma",1,"Unstransfected","SDF1",3,"HOUR_18",170012
"1597","Melanoma",1,"Unstransfected","SDF1",4,"HOUR_0",642016
"1598","Melanoma",1,"Unstransfected","SDF1",4,"HOUR_5",569856
"1599","Melanoma",1,"Unstransfected","SDF1",4,"HOUR_8",539019
"1600","Melanoma",1,"Unstransfected","SDF1",4,"HOUR_18",181626
"1601","Melanoma",1,"Scramble","SDF1",1,"HOUR_0",616816
"1602","Melanoma",1,"Scramble","SDF1",1,"HOUR_5",568863
"1603","Melanoma",1,"Scramble","SDF1",1,"HOUR_8",498700
"1604","Melanoma",1,"Scramble","SDF1",1,"HOUR_18",136414
"1605","Melanoma",1,"Scramble","SDF1",2,"HOUR_0",589509
"1606","Melanoma",1,"Scramble","SDF1",2,"HOUR_5",543725
"1607","Melanoma",1,"Scramble","SDF1",2,"HOUR_8",475358
"1608","Melanoma",1,"Scramble","SDF1",2,"HOUR_18",158681
"1609","Melanoma",1,"Scramble","SDF1",3,"HOUR_0",606470
"1610","Melanoma",1,"Scramble","SDF1",3,"HOUR_5",599112
"1611","Melanoma",1,"Scramble","SDF1",3,"HOUR_8",541350
"1612","Melanoma",1,"Scramble","SDF1",3,"HOUR_18",191125
"1613","Melanoma",1,"Scramble","SDF1",4,"HOUR_0",605064
"1614","Melanoma",1,"Scramble","SDF1",4,"HOUR_5",553209
"1615","Melanoma",1,"Scramble","SDF1",4,"HOUR_8",528683
"1616","Melanoma",1,"Scramble","SDF1",4,"HOUR_18",79391
"1617","Melanoma",1,"CXCR4_siRNA","SDF1",1,"HOUR_0",519748
"1618","Melanoma",1,"CXCR4_siRNA","SDF1",1,"HOUR_5",507956
"1619","Melanoma",1,"CXCR4_siRNA","SDF1",1,"HOUR_8",452638
"1620","Melanoma",1,"CXCR4_siRNA","SDF1",1,"HOUR_18",82684
"1621","Melanoma",1,"CXCR4_siRNA","SDF1",2,"HOUR_0",578848
"1622","Melanoma",1,"CXCR4_siRNA","SDF1",2,"HOUR_5",542275
"1623","Melanoma",1,"CXCR4_siRNA","SDF1",2,"HOUR_8",527808
"1624","Melanoma",1,"CXCR4_siRNA","SDF1",2,"HOUR_18",184709
"1625","Melanoma",1,"CXCR4_siRNA","SDF1",3,"HOUR_0",546085
"1626","Melanoma",1,"CXCR4_siRNA","SDF1",3,"HOUR_5",416551
"1627","Melanoma",1,"CXCR4_siRNA","SDF1",3,"HOUR_8",346503
"1628","Melanoma",1,"CXCR4_siRNA","SDF1",3,"HOUR_18",240870
"1629","Melanoma",1,"CXCR4_siRNA","SDF1",4,"HOUR_0",621893
"1630","Melanoma",1,"CXCR4_siRNA","SDF1",4,"HOUR_5",504427
"1631","Melanoma",1,"CXCR4_siRNA","SDF1",4,"HOUR_8",407261
"1632","Melanoma",1,"CXCR4_siRNA","SDF1",4,"HOUR_18",26816
"1633","Melanoma",2,"Unstransfected","No_SDF1",1,"HOUR_0",614321
"1634","Melanoma",2,"Unstransfected","No_SDF1",1,"HOUR_5",495658
"1635","Melanoma",2,"Unstransfected","No_SDF1",1,"HOUR_8",426839
"1636","Melanoma",2,"Unstransfected","No_SDF1",1,"HOUR_18",258882
"1637","Melanoma",2,"Unstransfected","No_SDF1",2,"HOUR_0",675902
"1638","Melanoma",2,"Unstransfected","No_SDF1",2,"HOUR_5",612773
"1639","Melanoma",2,"Unstransfected","No_SDF1",2,"HOUR_8",440867
"1640","Melanoma",2,"Unstransfected","No_SDF1",2,"HOUR_18",253948
"1641","Melanoma",2,"Unstransfected","No_SDF1",3,"HOUR_0",610948
"1642","Melanoma",2,"Unstransfected","No_SDF1",3,"HOUR_5",525760
"1643","Melanoma",2,"Unstransfected","No_SDF1",3,"HOUR_8",386674
"1644","Melanoma",2,"Unstransfected","No_SDF1",3,"HOUR_18",140651
"1645","Melanoma",2,"Unstransfected","No_SDF1",4,"HOUR_0",644224
"1646","Melanoma",2,"Unstransfected","No_SDF1",4,"HOUR_5",545611
"1647","Melanoma",2,"Unstransfected","No_SDF1",4,"HOUR_8",447328
"1648","Melanoma",2,"Unstransfected","No_SDF1",4,"HOUR_18",320933
"1649","Melanoma",2,"Scramble","No_SDF1",1,"HOUR_0",675957
"1650","Melanoma",2,"Scramble","No_SDF1",1,"HOUR_5",587716
"1651","Melanoma",2,"Scramble","No_SDF1",1,"HOUR_8",499905
"1652","Melanoma",2,"Scramble","No_SDF1",1,"HOUR_18",349057
"1653","Melanoma",2,"Scramble","No_SDF1",2,"HOUR_0",637710
"1654","Melanoma",2,"Scramble","No_SDF1",2,"HOUR_5",561134
"1655","Melanoma",2,"Scramble","No_SDF1",2,"HOUR_8",464234
"1656","Melanoma",2,"Scramble","No_SDF1",2,"HOUR_18",363081
"1657","Melanoma",2,"Scramble","No_SDF1",3,"HOUR_0",583027
"1658","Melanoma",2,"Scramble","No_SDF1",3,"HOUR_5",481496
"1659","Melanoma",2,"Scramble","No_SDF1",3,"HOUR_8",381100
"1660","Melanoma",2,"Scramble","No_SDF1",3,"HOUR_18",249547
"1661","Melanoma",2,"Scramble","No_SDF1",4,"HOUR_0",577169
"1662","Melanoma",2,"Scramble","No_SDF1",4,"HOUR_5",552519
"1663","Melanoma",2,"Scramble","No_SDF1",4,"HOUR_8",480694
"1664","Melanoma",2,"Scramble","No_SDF1",4,"HOUR_18",385360
"1665","Melanoma",2,"CXCR4_siRNA","No_SDF1",1,"HOUR_0",575226
"1666","Melanoma",2,"CXCR4_siRNA","No_SDF1",1,"HOUR_5",529157
"1667","Melanoma",2,"CXCR4_siRNA","No_SDF1",1,"HOUR_8",444090
"1668","Melanoma",2,"CXCR4_siRNA","No_SDF1",1,"HOUR_18",323310
"1669","Melanoma",2,"CXCR4_siRNA","No_SDF1",2,"HOUR_0",590581
"1670","Melanoma",2,"CXCR4_siRNA","No_SDF1",2,"HOUR_5",540605
"1671","Melanoma",2,"CXCR4_siRNA","No_SDF1",2,"HOUR_8",440475
"1672","Melanoma",2,"CXCR4_siRNA","No_SDF1",2,"HOUR_18",355492
"1673","Melanoma",2,"CXCR4_siRNA","No_SDF1",3,"HOUR_0",567004
"1674","Melanoma",2,"CXCR4_siRNA","No_SDF1",3,"HOUR_5",559851
"1675","Melanoma",2,"CXCR4_siRNA","No_SDF1",3,"HOUR_8",456417
"1676","Melanoma",2,"CXCR4_siRNA","No_SDF1",3,"HOUR_18",335553
"1677","Melanoma",2,"CXCR4_siRNA","No_SDF1",4,"HOUR_0",556428
"1678","Melanoma",2,"CXCR4_siRNA","No_SDF1",4,"HOUR_5",523649
"1679","Melanoma",2,"CXCR4_siRNA","No_SDF1",4,"HOUR_8",457078
"1680","Melanoma",2,"CXCR4_siRNA","No_SDF1",4,"HOUR_18",347981
"1681","Melanoma",2,"Unstransfected","SDF1",1,"HOUR_0",532513
"1682","Melanoma",2,"Unstransfected","SDF1",1,"HOUR_5",412118
"1683","Melanoma",2,"Unstransfected","SDF1",1,"HOUR_8",254537
"1684","Melanoma",2,"Unstransfected","SDF1",1,"HOUR_18",113596
"1685","Melanoma",2,"Unstransfected","SDF1",2,"HOUR_0",554913
"1686","Melanoma",2,"Unstransfected","SDF1",2,"HOUR_5",464181
"1687","Melanoma",2,"Unstransfected","SDF1",2,"HOUR_8",335326
"1688","Melanoma",2,"Unstransfected","SDF1",2,"HOUR_18",280612
"1689","Melanoma",2,"Unstransfected","SDF1",3,"HOUR_0",553266
"1690","Melanoma",2,"Unstransfected","SDF1",3,"HOUR_5",499646
"1691","Melanoma",2,"Unstransfected","SDF1",3,"HOUR_8",412424
"1692","Melanoma",2,"Unstransfected","SDF1",3,"HOUR_18",255533
"1693","Melanoma",2,"Unstransfected","SDF1",4,"HOUR_0",532731
"1694","Melanoma",2,"Unstransfected","SDF1",4,"HOUR_5",436037
"1695","Melanoma",2,"Unstransfected","SDF1",4,"HOUR_8",353050
"1696","Melanoma",2,"Unstransfected","SDF1",4,"HOUR_18",179813
"1697","Melanoma",2,"Scramble","SDF1",1,"HOUR_0",537932
"1698","Melanoma",2,"Scramble","SDF1",1,"HOUR_5",472605
"1699","Melanoma",2,"Scramble","SDF1",1,"HOUR_8",400977
"1700","Melanoma",2,"Scramble","SDF1",1,"HOUR_18",169028
"1701","Melanoma",2,"Scramble","SDF1",2,"HOUR_0",606191
"1702","Melanoma",2,"Scramble","SDF1",2,"HOUR_5",547098
"1703","Melanoma",2,"Scramble","SDF1",2,"HOUR_8",431823
"1704","Melanoma",2,"Scramble","SDF1",2,"HOUR_18",409911
"1705","Melanoma",2,"Scramble","SDF1",3,"HOUR_0",615281
"1706","Melanoma",2,"Scramble","SDF1",3,"HOUR_5",566337
"1707","Melanoma",2,"Scramble","SDF1",3,"HOUR_8",509813
"1708","Melanoma",2,"Scramble","SDF1",3,"HOUR_18",429720
"1709","Melanoma",2,"Scramble","SDF1",4,"HOUR_0",564377
"1710","Melanoma",2,"Scramble","SDF1",4,"HOUR_5",520553
"1711","Melanoma",2,"Scramble","SDF1",4,"HOUR_8",450254
"1712","Melanoma",2,"Scramble","SDF1",4,"HOUR_18",238980
"1713","Melanoma",2,"CXCR4_siRNA","SDF1",1,"HOUR_0",618659
"1714","Melanoma",2,"CXCR4_siRNA","SDF1",1,"HOUR_5",555394
"1715","Melanoma",2,"CXCR4_siRNA","SDF1",1,"HOUR_8",403670
"1716","Melanoma",2,"CXCR4_siRNA","SDF1",1,"HOUR_18",346863
"1717","Melanoma",2,"CXCR4_siRNA","SDF1",2,"HOUR_0",611270
"1718","Melanoma",2,"CXCR4_siRNA","SDF1",2,"HOUR_5",562204
"1719","Melanoma",2,"CXCR4_siRNA","SDF1",2,"HOUR_8",500284
"1720","Melanoma",2,"CXCR4_siRNA","SDF1",2,"HOUR_18",399095
"1721","Melanoma",2,"CXCR4_siRNA","SDF1",3,"HOUR_0",524868
"1722","Melanoma",2,"CXCR4_siRNA","SDF1",3,"HOUR_5",442457
"1723","Melanoma",2,"CXCR4_siRNA","SDF1",3,"HOUR_8",402921
"1724","Melanoma",2,"CXCR4_siRNA","SDF1",3,"HOUR_18",354965
"1725","Melanoma",2,"CXCR4_siRNA","SDF1",4,"HOUR_0",545820
"1726","Melanoma",2,"CXCR4_siRNA","SDF1",4,"HOUR_5",524611
"1727","Melanoma",2,"CXCR4_siRNA","SDF1",4,"HOUR_8",497522
"1728","Melanoma",2,"CXCR4_siRNA","SDF1",4,"HOUR_18",396858
"1729","Melanoma",3,"Unstransfected","No_SDF1",1,"HOUR_0",513446
"1730","Melanoma",3,"Unstransfected","No_SDF1",1,"HOUR_5",357531
"1731","Melanoma",3,"Unstransfected","No_SDF1",1,"HOUR_8",193007
"1732","Melanoma",3,"Unstransfected","No_SDF1",1,"HOUR_18",11016
"1733","Melanoma",3,"Unstransfected","No_SDF1",2,"HOUR_0",529343
"1734","Melanoma",3,"Unstransfected","No_SDF1",2,"HOUR_5",370823
"1735","Melanoma",3,"Unstransfected","No_SDF1",2,"HOUR_8",175547
"1736","Melanoma",3,"Unstransfected","No_SDF1",2,"HOUR_18",23469
"1737","Melanoma",3,"Unstransfected","No_SDF1",3,"HOUR_0",495835
"1738","Melanoma",3,"Unstransfected","No_SDF1",3,"HOUR_5",350657
"1739","Melanoma",3,"Unstransfected","No_SDF1",3,"HOUR_8",234056
"1740","Melanoma",3,"Unstransfected","No_SDF1",3,"HOUR_18",15351
"1741","Melanoma",3,"Unstransfected","No_SDF1",4,"HOUR_0",504003
"1742","Melanoma",3,"Unstransfected","No_SDF1",4,"HOUR_5",336424
"1743","Melanoma",3,"Unstransfected","No_SDF1",4,"HOUR_8",169992
"1744","Melanoma",3,"Unstransfected","No_SDF1",4,"HOUR_18",19732
"1745","Melanoma",3,"Scramble","No_SDF1",1,"HOUR_0",514303
"1746","Melanoma",3,"Scramble","No_SDF1",1,"HOUR_5",375949
"1747","Melanoma",3,"Scramble","No_SDF1",1,"HOUR_8",204438
"1748","Melanoma",3,"Scramble","No_SDF1",1,"HOUR_18",36229
