"","Cell_type","Replicate","siRNA","Treatment","Intersection","Time_Period","Values"
"699","Melanocytes",4,"Scramble","No_SDF1",3,"HOUR_8",368750
"700","Melanocytes",4,"Scramble","No_SDF1",3,"HOUR_18",301570
"701","Melanocytes",4,"Scramble","No_SDF1",4,"HOUR_0",572285
"702","Melanocytes",4,"Scramble","No_SDF1",4,"HOUR_5",495819
"703","Melanocytes",4,"Scramble","No_SDF1",4,"HOUR_8",322128
"704","Melanocytes",4,"Scramble","No_SDF1",4,"HOUR_18",305448
"705","Melanocytes",4,"CXCR4_siRNA","No_SDF1",1,"HOUR_0",664352
"706","Melanocytes",4,"CXCR4_siRNA","No_SDF1",1,"HOUR_5",530684
"707","Melanocytes",4,"CXCR4_siRNA","No_SDF1",1,"HOUR_8",477543
"708","Melanocytes",4,"CXCR4_siRNA","No_SDF1",1,"HOUR_18",283439
"709","Melanocytes",4,"CXCR4_siRNA","No_SDF1",2,"HOUR_0",659974
"710","Melanocytes",4,"CXCR4_siRNA","No_SDF1",2,"HOUR_5",577938
"711","Melanocytes",4,"CXCR4_siRNA","No_SDF1",2,"HOUR_8",466237
"712","Melanocytes",4,"CXCR4_siRNA","No_SDF1",2,"HOUR_18",202972
"713","Melanocytes",4,"CXCR4_siRNA","No_SDF1",3,"HOUR_0",630855
"714","Melanocytes",4,"CXCR4_siRNA","No_SDF1",3,"HOUR_5",438924
"715","Melanocytes",4,"CXCR4_siRNA","No_SDF1",3,"HOUR_8",406198
"716","Melanocytes",4,"CXCR4_siRNA","No_SDF1",3,"HOUR_18",139580
"717","Melanocytes",4,"CXCR4_siRNA","No_SDF1",4,"HOUR_0",664377
"718","Melanocytes",4,"CXCR4_siRNA","No_SDF1",4,"HOUR_5",473415
"719","Melanocytes",4,"CXCR4_siRNA","No_SDF1",4,"HOUR_8",412083
"720","Melanocytes",4,"CXCR4_siRNA","No_SDF1",4,"HOUR_18",332644
"721","Melanocytes",4,"Unstransfected","SDF1",1,"HOUR_0",724340
"722","Melanocytes",4,"Unstransfected","SDF1",1,"HOUR_5",622794
"723","Melanocytes",4,"Unstransfected","SDF1",1,"HOUR_8",502313
"724","Melanocytes",4,"Unstransfected","SDF1",1,"HOUR_18",300222
"725","Melanocytes",4,"Unstransfected","SDF1",2,"HOUR_0",546335
"726","Melanocytes",4,"Unstransfected","SDF1",2,"HOUR_5",485622
"727","Melanocytes",4,"Unstransfected","SDF1",2,"HOUR_8",433760
"728","Melanocytes",4,"Unstransfected","SDF1",2,"HOUR_18",367307
"729","Melanocytes",4,"Unstransfected","SDF1",3,"HOUR_0",570115
"730","Melanocytes",4,"Unstransfected","SDF1",3,"HOUR_5",509163
"731","Melanocytes",4,"Unstransfected","SDF1",3,"HOUR_8",451120
"732","Melanocytes",4,"Unstransfected","SDF1",3,"HOUR_18",312982
"733","Melanocytes",4,"Unstransfected","SDF1",4,"HOUR_0",623611
"734","Melanocytes",4,"Unstransfected","SDF1",4,"HOUR_5",598530
"735","Melanocytes",4,"Unstransfected","SDF1",4,"HOUR_8",561915
"736","Melanocytes",4,"Unstransfected","SDF1",4,"HOUR_18",321827
"737","Melanocytes",4,"Scramble","SDF1",1,"HOUR_0",530301
"738","Melanocytes",4,"Scramble","SDF1",1,"HOUR_5",447483
"739","Melanocytes",4,"Scramble","SDF1",1,"HOUR_8",411203
"740","Melanocytes",4,"Scramble","SDF1",1,"HOUR_18",310285
"741","Melanocytes",4,"Scramble","SDF1",2,"HOUR_0",521296
"742","Melanocytes",4,"Scramble","SDF1",2,"HOUR_5",458407
"743","Melanocytes",4,"Scramble","SDF1",2,"HOUR_8",399889
"744","Melanocytes",4,"Scramble","SDF1",2,"HOUR_18",313745
"745","Melanocytes",4,"Scramble","SDF1",3,"HOUR_0",513332
"746","Melanocytes",4,"Scramble","SDF1",3,"HOUR_5",372238
"747","Melanocytes",4,"Scramble","SDF1",3,"HOUR_8",274653
"748","Melanocytes",4,"Scramble","SDF1",3,"HOUR_18",264197
"749","Melanocytes",4,"Scramble","SDF1",4,"HOUR_0",554845
"750","Melanocytes",4,"Scramble","SDF1",4,"HOUR_5",501935
"751","Melanocytes",4,"Scramble","SDF1",4,"HOUR_8",420662
"752","Melanocytes",4,"Scramble","SDF1",4,"HOUR_18",309655
"753","Melanocytes",4,"CXCR4_siRNA","SDF1",1,"HOUR_0",661399
"754","Melanocytes",4,"CXCR4_siRNA","SDF1",1,"HOUR_5",598609
"755","Melanocytes",4,"CXCR4_siRNA","SDF1",1,"HOUR_8",510266
"756","Melanocytes",4,"CXCR4_siRNA","SDF1",1,"HOUR_18",328013
"757","Melanocytes",4,"CXCR4_siRNA","SDF1",2,"HOUR_0",673981
"758","Melanocytes",4,"CXCR4_siRNA","SDF1",2,"HOUR_5",524261
"759","Melanocytes",4,"CXCR4_siRNA","SDF1",2,"HOUR_8",388572
"760","Melanocytes",4,"CXCR4_siRNA","SDF1",2,"HOUR_18",289669
"761","Melanocytes",4,"CXCR4_siRNA","SDF1",3,"HOUR_0",600998
"762","Melanocytes",4,"CXCR4_siRNA","SDF1",3,"HOUR_5",496123
"763","Melanocytes",4,"CXCR4_siRNA","SDF1",3,"HOUR_8",438731
"764","Melanocytes",4,"CXCR4_siRNA","SDF1",3,"HOUR_18",221133
"765","Melanocytes",4,"CXCR4_siRNA","SDF1",4,"HOUR_0",656205
"766","Melanocytes",4,"CXCR4_siRNA","SDF1",4,"HOUR_5",587139
"767","Melanocytes",4,"CXCR4_siRNA","SDF1",4,"HOUR_8",513243
"768","Melanocytes",4,"CXCR4_siRNA","SDF1",4,"HOUR_18",243427
"769","Melanocytes",1,"Unstransfected","No_SDF1",1,"HOUR_0",548976
"770","Melanocytes",1,"Unstransfected","No_SDF1",1,"HOUR_5",456787
"771","Melanocytes",1,"Unstransfected","No_SDF1",1,"HOUR_8",408607
"772","Melanocytes",1,"Unstransfected","No_SDF1",1,"HOUR_18",305802
"773","Melanocytes",1,"Unstransfected","No_SDF1",2,"HOUR_0",581063
"774","Melanocytes",1,"Unstransfected","No_SDF1",2,"HOUR_5",467817
"775","Melanocytes",1,"Unstransfected","No_SDF1",2,"HOUR_8",435548
"776","Melanocytes",1,"Unstransfected","No_SDF1",2,"HOUR_18",325425
"777","Melanocytes",1,"Unstransfected","No_SDF1",3,"HOUR_0",589605
"778","Melanocytes",1,"Unstransfected","No_SDF1",3,"HOUR_5",513245
"779","Melanocytes",1,"Unstransfected","No_SDF1",3,"HOUR_8",396473
"780","Melanocytes",1,"Unstransfected","No_SDF1",3,"HOUR_18",329105
"781","Melanocytes",1,"Unstransfected","No_SDF1",4,"HOUR_0",614507
"782","Melanocytes",1,"Unstransfected","No_SDF1",4,"HOUR_5",476682
"783","Melanocytes",1,"Unstransfected","No_SDF1",4,"HOUR_8",432953
"784","Melanocytes",1,"Unstransfected","No_SDF1",4,"HOUR_18",337415
"785","Melanocytes",1,"Scramble","No_SDF1",1,"HOUR_0",569311
"786","Melanocytes",1,"Scramble","No_SDF1",1,"HOUR_5",443824
"787","Melanocytes",1,"Scramble","No_SDF1",1,"HOUR_8",405628
"788","Melanocytes",1,"Scramble","No_SDF1",1,"HOUR_18",341892
"789","Melanocytes",1,"Scramble","No_SDF1",2,"HOUR_0",586390
"790","Melanocytes",1,"Scramble","No_SDF1",2,"HOUR_5",456315
"791","Melanocytes",1,"Scramble","No_SDF1",2,"HOUR_8",419083
"792","Melanocytes",1,"Scramble","No_SDF1",2,"HOUR_18",360551
"793","Melanocytes",1,"Scramble","No_SDF1",3,"HOUR_0",554853
"794","Melanocytes",1,"Scramble","No_SDF1",3,"HOUR_5",438142
"795","Melanocytes",1,"Scramble","No_SDF1",3,"HOUR_8",400819
"796","Melanocytes",1,"Scramble","No_SDF1",3,"HOUR_18",275951
"797","Melanocytes",1,"Scramble","No_SDF1",4,"HOUR_0",555963
"798","Melanocytes",1,"Scramble","No_SDF1",4,"HOUR_5",431578
"799","Melanocytes",1,"Scramble","No_SDF1",4,"HOUR_8",413020
"800","Melanocytes",1,"Scramble","No_SDF1",4,"HOUR_18",290422
"801","Melanocytes",1,"CXCR47_siRNA","No_SDF1",1,"HOUR_0",557839
"802","Melanocytes",1,"CXCR47_siRNA","No_SDF1",1,"HOUR_5",459990
"803","Melanocytes",1,"CXCR47_siRNA","No_SDF1",1,"HOUR_8",410153
"804","Melanocytes",1,"CXCR47_siRNA","No_SDF1",1,"HOUR_18",219548
"805","Melanocytes",1,"CXCR47_siRNA","No_SDF1",2,"HOUR_0",609310
"806","Melanocytes",1,"CXCR47_siRNA","No_SDF1",2,"HOUR_5",490304
"807","Melanocytes",1,"CXCR47_siRNA","No_SDF1",2,"HOUR_8",448731
"808","Melanocytes",1,"CXCR47_siRNA","No_SDF1",2,"HOUR_18",286797
"809","Melanocytes",1,"CXCR47_siRNA","No_SDF1",3,"HOUR_0",567556
"810","Melanocytes",1,"CXCR47_siRNA","No_SDF1",3,"HOUR_5",454905
"811","Melanocytes",1,"CXCR47_siRNA","No_SDF1",3,"HOUR_8",432335
"812","Melanocytes",1,"CXCR47_siRNA","No_SDF1",3,"HOUR_18",261167
"813","Melanocytes",1,"CXCR47_siRNA","No_SDF1",4,"HOUR_0",578027
"814","Melanocytes",1,"CXCR47_siRNA","No_SDF1",4,"HOUR_5",488574
"815","Melanocytes",1,"CXCR47_siRNA","No_SDF1",4,"HOUR_8",430605
"816","Melanocytes",1,"CXCR47_siRNA","No_SDF1",4,"HOUR_18",287918
"817","Melanocytes",1,"Unstransfected","SDF1",1,"HOUR_0",502837
"818","Melanocytes",1,"Unstransfected","SDF1",1,"HOUR_5",395835
"819","Melanocytes",1,"Unstransfected","SDF1",1,"HOUR_8",337164
"820","Melanocytes",1,"Unstransfected","SDF1",1,"HOUR_18",289402
"821","Melanocytes",1,"Unstransfected","SDF1",2,"HOUR_0",506685
"822","Melanocytes",1,"Unstransfected","SDF1",2,"HOUR_5",442669
"823","Melanocytes",1,"Unstransfected","SDF1",2,"HOUR_8",412889
"824","Melanocytes",1,"Unstransfected","SDF1",2,"HOUR_18",356495
"825","Melanocytes",1,"Unstransfected","SDF1",3,"HOUR_0",566392
"826","Melanocytes",1,"Unstransfected","SDF1",3,"HOUR_5",409510
"827","Melanocytes",1,"Unstransfected","SDF1",3,"HOUR_8",345495
"828","Melanocytes",1,"Unstransfected","SDF1",3,"HOUR_18",284947
"829","Melanocytes",1,"Unstransfected","SDF1",4,"HOUR_0",542886
"830","Melanocytes",1,"Unstransfected","SDF1",4,"HOUR_5",453238
"831","Melanocytes",1,"Unstransfected","SDF1",4,"HOUR_8",422515
"832","Melanocytes",1,"Unstransfected","SDF1",4,"HOUR_18",385806
"833","Melanocytes",1,"Scramble","SDF1",1,"HOUR_0",547625
"834","Melanocytes",1,"Scramble","SDF1",1,"HOUR_5",426416
"835","Melanocytes",1,"Scramble","SDF1",1,"HOUR_8",423849
"836","Melanocytes",1,"Scramble","SDF1",1,"HOUR_18",338776
"837","Melanocytes",1,"Scramble","SDF1",2,"HOUR_0",601786
"838","Melanocytes",1,"Scramble","SDF1",2,"HOUR_5",541235
"839","Melanocytes",1,"Scramble","SDF1",2,"HOUR_8",485529
"840","Melanocytes",1,"Scramble","SDF1",2,"HOUR_18",346642
"841","Melanocytes",1,"Scramble","SDF1",3,"HOUR_0",568357
"842","Melanocytes",1,"Scramble","SDF1",3,"HOUR_5",431036
"843","Melanocytes",1,"Scramble","SDF1",3,"HOUR_8",377400
"844","Melanocytes",1,"Scramble","SDF1",3,"HOUR_18",354650
"845","Melanocytes",1,"Scramble","SDF1",4,"HOUR_0",630181
"846","Melanocytes",1,"Scramble","SDF1",4,"HOUR_5",483702
"847","Melanocytes",1,"Scramble","SDF1",4,"HOUR_8",425514
"848","Melanocytes",1,"Scramble","SDF1",4,"HOUR_18",333651
"849","Melanocytes",1,"CXCR47_siRNA","SDF1",1,"HOUR_0",631540
"850","Melanocytes",1,"CXCR47_siRNA","SDF1",1,"HOUR_5",551853
"851","Melanocytes",1,"CXCR47_siRNA","SDF1",1,"HOUR_8",397154
"852","Melanocytes",1,"CXCR47_siRNA","SDF1",1,"HOUR_18",204177
"853","Melanocytes",1,"CXCR47_siRNA","SDF1",2,"HOUR_0",589005
"854","Melanocytes",1,"CXCR47_siRNA","SDF1",2,"HOUR_5",487402
"855","Melanocytes",1,"CXCR47_siRNA","SDF1",2,"HOUR_8",415759
"856","Melanocytes",1,"CXCR47_siRNA","SDF1",2,"HOUR_18",213314
"857","Melanocytes",1,"CXCR47_siRNA","SDF1",3,"HOUR_0",620141
"858","Melanocytes",1,"CXCR47_siRNA","SDF1",3,"HOUR_5",505441
"859","Melanocytes",1,"CXCR47_siRNA","SDF1",3,"HOUR_8",454543
"860","Melanocytes",1,"CXCR47_siRNA","SDF1",3,"HOUR_18",203491
"861","Melanocytes",1,"CXCR47_siRNA","SDF1",4,"HOUR_0",653878
"862","Melanocytes",1,"CXCR47_siRNA","SDF1",4,"HOUR_5",573324
"863","Melanocytes",1,"CXCR47_siRNA","SDF1",4,"HOUR_8",514274
"864","Melanocytes",1,"CXCR47_siRNA","SDF1",4,"HOUR_18",291083
"865","Melanocytes",2,"Unstransfected","No_SDF1",1,"HOUR_0",521489
"866","Melanocytes",2,"Unstransfected","No_SDF1",1,"HOUR_5",440980
"867","Melanocytes",2,"Unstransfected","No_SDF1",1,"HOUR_8",361224
"868","Melanocytes",2,"Unstransfected","No_SDF1",1,"HOUR_18",261941
"869","Melanocytes",2,"Unstransfected","No_SDF1",2,"HOUR_0",545475
"870","Melanocytes",2,"Unstransfected","No_SDF1",2,"HOUR_5",450006
"871","Melanocytes",2,"Unstransfected","No_SDF1",2,"HOUR_8",396395
"872","Melanocytes",2,"Unstransfected","No_SDF1",2,"HOUR_18",295373
"873","Melanocytes",2,"Unstransfected","No_SDF1",3,"HOUR_0",519217
"874","Melanocytes",2,"Unstransfected","No_SDF1",3,"HOUR_5",423076
"875","Melanocytes",2,"Unstransfected","No_SDF1",3,"HOUR_8",364988
"876","Melanocytes",2,"Unstransfected","No_SDF1",3,"HOUR_18",324027
"877","Melanocytes",2,"Unstransfected","No_SDF1",4,"HOUR_0",561969
"878","Melanocytes",2,"Unstransfected","No_SDF1",4,"HOUR_5",472222
"879","Melanocytes",2,"Unstransfected","No_SDF1",4,"HOUR_8",409603
"880","Melanocytes",2,"Unstransfected","No_SDF1",4,"HOUR_18",258433
"881","Melanocytes",2,"Scramble","No_SDF1",1,"HOUR_0",605874
"882","Melanocytes",2,"Scramble","No_SDF1",1,"HOUR_5",460784
"883","Melanocytes",2,"Scramble","No_SDF1",1,"HOUR_8",416384
"884","Melanocytes",2,"Scramble","No_SDF1",1,"HOUR_18",342147
"885","Melanocytes",2,"Scramble","No_SDF1",2,"HOUR_0",653772
"886","Melanocytes",2,"Scramble","No_SDF1",2,"HOUR_5",501309
"887","Melanocytes",2,"Scramble","No_SDF1",2,"HOUR_8",475456
"888","Melanocytes",2,"Scramble","No_SDF1",2,"HOUR_18",342438
"889","Melanocytes",2,"Scramble","No_SDF1",3,"HOUR_0",645937
"890","Melanocytes",2,"Scramble","No_SDF1",3,"HOUR_5",529284
"891","Melanocytes",2,"Scramble","No_SDF1",3,"HOUR_8",479729
"892","Melanocytes",2,"Scramble","No_SDF1",3,"HOUR_18",354972
"893","Melanocytes",2,"Scramble","No_SDF1",4,"HOUR_0",662321
"894","Melanocytes",2,"Scramble","No_SDF1",4,"HOUR_5",522968
"895","Melanocytes",2,"Scramble","No_SDF1",4,"HOUR_8",490454
"896","Melanocytes",2,"Scramble","No_SDF1",4,"HOUR_18",392020
"897","Melanocytes",2,"CXCR47_siRNA","No_SDF1",1,"HOUR_0",552733
"898","Melanocytes",2,"CXCR47_siRNA","No_SDF1",1,"HOUR_5",398728
"899","Melanocytes",2,"CXCR47_siRNA","No_SDF1",1,"HOUR_8",329671
"900","Melanocytes",2,"CXCR47_siRNA","No_SDF1",1,"HOUR_18",243479
"901","Melanocytes",2,"CXCR47_siRNA","No_SDF1",2,"HOUR_0",606440
"902","Melanocytes",2,"CXCR47_siRNA","No_SDF1",2,"HOUR_5",491378
"903","Melanocytes",2,"CXCR47_siRNA","No_SDF1",2,"HOUR_8",444358
"904","Melanocytes",2,"CXCR47_siRNA","No_SDF1",2,"HOUR_18",242396
"905","Melanocytes",2,"CXCR47_siRNA","No_SDF1",3,"HOUR_0",577343
"906","Melanocytes",2,"CXCR47_siRNA","No_SDF1",3,"HOUR_5",440322
"907","Melanocytes",2,"CXCR47_siRNA","No_SDF1",3,"HOUR_8",367782
"908","Melanocytes",2,"CXCR47_siRNA","No_SDF1",3,"HOUR_18",220736
"909","Melanocytes",2,"CXCR47_siRNA","No_SDF1",4,"HOUR_0",601049
"910","Melanocytes",2,"CXCR47_siRNA","No_SDF1",4,"HOUR_5",435511
"911","Melanocytes",2,"CXCR47_siRNA","No_SDF1",4,"HOUR_8",388777
"912","Melanocytes",2,"CXCR47_siRNA","No_SDF1",4,"HOUR_18",286295
"913","Melanocytes",2,"Unstransfected","SDF1",1,"HOUR_0",662867
"914","Melanocytes",2,"Unstransfected","SDF1",1,"HOUR_5",513393
"915","Melanocytes",2,"Unstransfected","SDF1",1,"HOUR_8",451096
"916","Melanocytes",2,"Unstransfected","SDF1",1,"HOUR_18",303890
"917","Melanocytes",2,"Unstransfected","SDF1",2,"HOUR_0",744464
"918","Melanocytes",2,"Unstransfected","SDF1",2,"HOUR_5",674634
"919","Melanocytes",2,"Unstransfected","SDF1",2,"HOUR_8",585069
"920","Melanocytes",2,"Unstransfected","SDF1",2,"HOUR_18",481940
"921","Melanocytes",2,"Unstransfected","SDF1",3,"HOUR_0",687838
"922","Melanocytes",2,"Unstransfected","SDF1",3,"HOUR_5",545673
"923","Melanocytes",2,"Unstransfected","SDF1",3,"HOUR_8",495151
"924","Melanocytes",2,"Unstransfected","SDF1",3,"HOUR_18",307616
"925","Melanocytes",2,"Unstransfected","SDF1",4,"HOUR_0",739589
"926","Melanocytes",2,"Unstransfected","SDF1",4,"HOUR_5",593514
"927","Melanocytes",2,"Unstransfected","SDF1",4,"HOUR_8",502824
"928","Melanocytes",2,"Unstransfected","SDF1",4,"HOUR_18",362046
"929","Melanocytes",2,"Scramble","SDF1",1,"HOUR_0",629416
"930","Melanocytes",2,"Scramble","SDF1",1,"HOUR_5",508833
"931","Melanocytes",2,"Scramble","SDF1",1,"HOUR_8",456595
"932","Melanocytes",2,"Scramble","SDF1",1,"HOUR_18",283657
"933","Melanocytes",2,"Scramble","SDF1",2,"HOUR_0",688314
"934","Melanocytes",2,"Scramble","SDF1",2,"HOUR_5",507462
"935","Melanocytes",2,"Scramble","SDF1",2,"HOUR_8",443018
"936","Melanocytes",2,"Scramble","SDF1",2,"HOUR_18",371829
"937","Melanocytes",2,"Scramble","SDF1",3,"HOUR_0",679097
"938","Melanocytes",2,"Scramble","SDF1",3,"HOUR_5",564403
"939","Melanocytes",2,"Scramble","SDF1",3,"HOUR_8",505541
"940","Melanocytes",2,"Scramble","SDF1",3,"HOUR_18",392773
"941","Melanocytes",2,"Scramble","SDF1",4,"HOUR_0",662340
"942","Melanocytes",2,"Scramble","SDF1",4,"HOUR_5",504907
"943","Melanocytes",2,"Scramble","SDF1",4,"HOUR_8",464231
"944","Melanocytes",2,"Scramble","SDF1",4,"HOUR_18",314812
"945","Melanocytes",2,"CXCR47_siRNA","SDF1",1,"HOUR_0",586403
"946","Melanocytes",2,"CXCR47_siRNA","SDF1",1,"HOUR_5",455127
"947","Melanocytes",2,"CXCR47_siRNA","SDF1",1,"HOUR_8",400881
"948","Melanocytes",2,"CXCR47_siRNA","SDF1",1,"HOUR_18",232926
"949","Melanocytes",2,"CXCR47_siRNA","SDF1",2,"HOUR_0",671460
"950","Melanocytes",2,"CXCR47_siRNA","SDF1",2,"HOUR_5",547579
"951","Melanocytes",2,"CXCR47_siRNA","SDF1",2,"HOUR_8",487507
"952","Melanocytes",2,"CXCR47_siRNA","SDF1",2,"HOUR_18",297513
"953","Melanocytes",2,"CXCR47_siRNA","SDF1",3,"HOUR_0",590431
"954","Melanocytes",2,"CXCR47_siRNA","SDF1",3,"HOUR_5",475329
"955","Melanocytes",2,"CXCR47_siRNA","SDF1",3,"HOUR_8",378168
"956","Melanocytes",2,"CXCR47_siRNA","SDF1",3,"HOUR_18",238816
"957","Melanocytes",2,"CXCR47_siRNA","SDF1",4,"HOUR_0",662731
"958","Melanocytes",2,"CXCR47_siRNA","SDF1",4,"HOUR_5",565707
"959","Melanocytes",2,"CXCR47_siRNA","SDF1",4,"HOUR_8",494334
"960","Melanocytes",2,"CXCR47_siRNA","SDF1",4,"HOUR_18",278533
"961","Melanocytes",3,"Unstransfected","No_SDF1",1,"HOUR_0",590519
"962","Melanocytes",3,"Unstransfected","No_SDF1",1,"HOUR_5",539295
"963","Melanocytes",3,"Unstransfected","No_SDF1",1,"HOUR_8",473884
"964","Melanocytes",3,"Unstransfected","No_SDF1",1,"HOUR_18",337523
"965","Melanocytes",3,"Unstransfected","No_SDF1",2,"HOUR_0",653591
"966","Melanocytes",3,"Unstransfected","No_SDF1",2,"HOUR_5",569275
"967","Melanocytes",3,"Unstransfected","No_SDF1",2,"HOUR_8",467126
"968","Melanocytes",3,"Unstransfected","No_SDF1",2,"HOUR_18",336342
"969","Melanocytes",3,"Unstransfected","No_SDF1",3,"HOUR_0",612798
"970","Melanocytes",3,"Unstransfected","No_SDF1",3,"HOUR_5",565613
"971","Melanocytes",3,"Unstransfected","No_SDF1",3,"HOUR_8",485492
"972","Melanocytes",3,"Unstransfected","No_SDF1",3,"HOUR_18",384319
"973","Melanocytes",3,"Unstransfected","No_SDF1",4,"HOUR_0",694345
"974","Melanocytes",3,"Unstransfected","No_SDF1",4,"HOUR_5",594877
"975","Melanocytes",3,"Unstransfected","No_SDF1",4,"HOUR_8",433080
"976","Melanocytes",3,"Unstransfected","No_SDF1",4,"HOUR_18",365469
"977","Melanocytes",3,"Scramble","No_SDF1",1,"HOUR_0",609945
"978","Melanocytes",3,"Scramble","No_SDF1",1,"HOUR_5",503312
"979","Melanocytes",3,"Scramble","No_SDF1",1,"HOUR_8",495881
"980","Melanocytes",3,"Scramble","No_SDF1",1,"HOUR_18",314205
"981","Melanocytes",3,"Scramble","No_SDF1",2,"HOUR_0",661048
"982","Melanocytes",3,"Scramble","No_SDF1",2,"HOUR_5",546067
"983","Melanocytes",3,"Scramble","No_SDF1",2,"HOUR_8",441740
"984","Melanocytes",3,"Scramble","No_SDF1",2,"HOUR_18",359499
"985","Melanocytes",3,"Scramble","No_SDF1",3,"HOUR_0",595818
"986","Melanocytes",3,"Scramble","No_SDF1",3,"HOUR_5",402223
"987","Melanocytes",3,"Scramble","No_SDF1",3,"HOUR_8",414144
"988","Melanocytes",3,"Scramble","No_SDF1",3,"HOUR_18",311395
"989","Melanocytes",3,"Scramble","No_SDF1",4,"HOUR_0",677107
"990","Melanocytes",3,"Scramble","No_SDF1",4,"HOUR_5",592628
"991","Melanocytes",3,"Scramble","No_SDF1",4,"HOUR_8",493660
"992","Melanocytes",3,"Scramble","No_SDF1",4,"HOUR_18",318759
"993","Melanocytes",3,"CXCR47_siRNA","No_SDF1",1,"HOUR_0",635181
"994","Melanocytes",3,"CXCR47_siRNA","No_SDF1",1,"HOUR_5",492186
"995","Melanocytes",3,"CXCR47_siRNA","No_SDF1",1,"HOUR_8",448558
"996","Melanocytes",3,"CXCR47_siRNA","No_SDF1",1,"HOUR_18",368133
"997","Melanocytes",3,"CXCR47_siRNA","No_SDF1",2,"HOUR_0",614890
"998","Melanocytes",3,"CXCR47_siRNA","No_SDF1",2,"HOUR_5",526255
"999","Melanocytes",3,"CXCR47_siRNA","No_SDF1",2,"HOUR_8",411945
"1000","Melanocytes",3,"CXCR47_siRNA","No_SDF1",2,"HOUR_18",306601
"1001","Melanocytes",3,"CXCR47_siRNA","No_SDF1",3,"HOUR_0",659246
"1002","Melanocytes",3,"CXCR47_siRNA","No_SDF1",3,"HOUR_5",573785
"1003","Melanocytes",3,"CXCR47_siRNA","No_SDF1",3,"HOUR_8",499489
"1004","Melanocytes",3,"CXCR47_siRNA","No_SDF1",3,"HOUR_18",346686
"1005","Melanocytes",3,"CXCR47_siRNA","No_SDF1",4,"HOUR_0",624517
"1006","Melanocytes",3,"CXCR47_siRNA","No_SDF1",4,"HOUR_5",546095
"1007","Melanocytes",3,"CXCR47_siRNA","No_SDF1",4,"HOUR_8",426412
"1008","Melanocytes",3,"CXCR47_siRNA","No_SDF1",4,"HOUR_18",340026
"1009","Melanocytes",3,"Unstransfected","SDF1",1,"HOUR_0",653074
"1010","Melanocytes",3,"Unstransfected","SDF1",1,"HOUR_5",575735
"1011","Melanocytes",3,"Unstransfected","SDF1",1,"HOUR_8",418408
"1012","Melanocytes",3,"Unstransfected","SDF1",1,"HOUR_18",355055
"1013","Melanocytes",3,"Unstransfected","SDF1",2,"HOUR_0",661684
"1014","Melanocytes",3,"Unstransfected","SDF1",2,"HOUR_5",592218
"1015","Melanocytes",3,"Unstransfected","SDF1",2,"HOUR_8",519348
"1016","Melanocytes",3,"Unstransfected","SDF1",2,"HOUR_18",327274
"1017","Melanocytes",3,"Unstransfected","SDF1",3,"HOUR_0",652083
"1018","Melanocytes",3,"Unstransfected","SDF1",3,"HOUR_5",639758
"1019","Melanocytes",3,"Unstransfected","SDF1",3,"HOUR_8",579920
"1020","Melanocytes",3,"Unstransfected","SDF1",3,"HOUR_18",359982
"1021","Melanocytes",3,"Unstransfected","SDF1",4,"HOUR_0",773929
"1022","Melanocytes",3,"Unstransfected","SDF1",4,"HOUR_5",569345
"1023","Melanocytes",3,"Unstransfected","SDF1",4,"HOUR_8",534640
"1024","Melanocytes",3,"Unstransfected","SDF1",4,"HOUR_18",362847
"1025","Melanocytes",3,"Scramble","SDF1",1,"HOUR_0",661293
"1026","Melanocytes",3,"Scramble","SDF1",1,"HOUR_5",518888
"1027","Melanocytes",3,"Scramble","SDF1",1,"HOUR_8",418625
"1028","Melanocytes",3,"Scramble","SDF1",1,"HOUR_18",313975
"1029","Melanocytes",3,"Scramble","SDF1",2,"HOUR_0",670623
"1030","Melanocytes",3,"Scramble","SDF1",2,"HOUR_5",592755
"1031","Melanocytes",3,"Scramble","SDF1",2,"HOUR_8",450259
"1032","Melanocytes",3,"Scramble","SDF1",2,"HOUR_18",306700
"1033","Melanocytes",3,"Scramble","SDF1",3,"HOUR_0",671449
"1034","Melanocytes",3,"Scramble","SDF1",3,"HOUR_5",525255
"1035","Melanocytes",3,"Scramble","SDF1",3,"HOUR_8",441822
"1036","Melanocytes",3,"Scramble","SDF1",3,"HOUR_18",324982
"1037","Melanocytes",3,"Scramble","SDF1",4,"HOUR_0",657953
"1038","Melanocytes",3,"Scramble","SDF1",4,"HOUR_5",593661
"1039","Melanocytes",3,"Scramble","SDF1",4,"HOUR_8",422741
"1040","Melanocytes",3,"Scramble","SDF1",4,"HOUR_18",313279
"1041","Melanocytes",3,"CXCR47_siRNA","SDF1",1,"HOUR_0",617741
"1042","Melanocytes",3,"CXCR47_siRNA","SDF1",1,"HOUR_5",498067
"1043","Melanocytes",3,"CXCR47_siRNA","SDF1",1,"HOUR_8",409765
"1044","Melanocytes",3,"CXCR47_siRNA","SDF1",1,"HOUR_18",339820
"1045","Melanocytes",3,"CXCR47_siRNA","SDF1",2,"HOUR_0",723909
"1046","Melanocytes",3,"CXCR47_siRNA","SDF1",2,"HOUR_5",562850
"1047","Melanocytes",3,"CXCR47_siRNA","SDF1",2,"HOUR_8",482950
"1048","Melanocytes",3,"CXCR47_siRNA","SDF1",2,"HOUR_18",360296
